hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
Crédito Comercial 20A,J8,-145.49990567918317,=H8-I8,=H8-I8,CALCULO,MEDIA,Crédito Comercial 20A!H8; Crédito Comercial 20A!I8,
Crédito Comercial 20A,K8,59659.860094320815,=K7+J8,=K7+J8,CALCULO,MEDIA,Crédito Comercial 20A!K7; Crédito Comercial 20A!J8,
Crédito Comercial 20A,G9,2,=G8+1,=G8+1,CALCULO,MEDIA,Crédito Comercial 20A!G8,
Crédito Comercial 20A,H9,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I9,-248.58275039300338,=-K8*$D$6,=-K8*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K8; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J9,-146.10615528617978,=H9-I9,=H9-I9,CALCULO,MEDIA,Crédito Comercial 20A!H9; Crédito Comercial 20A!I9,
Crédito Comercial 20A,K9,59513.753939034636,=K8+J9,=K8+J9,CALCULO,MEDIA,Crédito Comercial 20A!K8; Crédito Comercial 20A!J9,
Crédito Comercial 20A,G10,3,=G9+1,=G9+1,CALCULO,MEDIA,Crédito Comercial 20A!G9,
Crédito Comercial 20A,H10,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I10,-247.97397474597764,=-K9*$D$6,=-K9*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K9; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J10,-146.71493093320552,=H10-I10,=H10-I10,CALCULO,MEDIA,Crédito Comercial 20A!H10; Crédito Comercial 20A!I10,
Crédito Comercial 20A,K10,59367.03900810143,=K9+J10,=K9+J10,CALCULO,MEDIA,Crédito Comercial 20A!K9; Crédito Comercial 20A!J10,
Crédito Comercial 20A,G11,4,=G10+1,=G10+1,CALCULO,MEDIA,Crédito Comercial 20A!G10,
Crédito Comercial 20A,H11,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I11,-247.36266253375595,=-K10*$D$6,=-K10*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K10; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J11,-147.3262431454272,=H11-I11,=H11-I11,CALCULO,MEDIA,Crédito Comercial 20A!H11; Crédito Comercial 20A!I11,
Crédito Comercial 20A,K11,59219.712764956,=K10+J11,=K10+J11,CALCULO,MEDIA,Crédito Comercial 20A!K10; Crédito Comercial 20A!J11,
Crédito Comercial 20A,G12,5,=G11+1,=G11+1,CALCULO,MEDIA,Crédito Comercial 20A!G11,
Crédito Comercial 20A,H12,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I12,-246.74880318731667,=-K11*$D$6,=-K11*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K11; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J12,-147.9401024918665,=H12-I12,=H12-I12,CALCULO,MEDIA,Crédito Comercial 20A!H12; Crédito Comercial 20A!I12,
Crédito Comercial 20A,K12,59071.77266246413,=K11+J12,=K11+J12,CALCULO,MEDIA,Crédito Comercial 20A!K11; Crédito Comercial 20A!J12,
Crédito Comercial 20A,G13,6,=G12+1,=G12+1,CALCULO,MEDIA,Crédito Comercial 20A!G12,
Crédito Comercial 20A,H13,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I13,-246.13238609360053,=-K12*$D$6,=-K12*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K12; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J13,-148.55651958558263,=H13-I13,=H13-I13,CALCULO,MEDIA,Crédito Comercial 20A!H13; Crédito Comercial 20A!I13,
Crédito Comercial 20A,K13,58923.21614287855,=K12+J13,=K12+J13,CALCULO,MEDIA,Crédito Comercial 20A!K12; Crédito Comercial 20A!J13,
Crédito Comercial 20A,G14,7,=G13+1,=G13+1,CALCULO,MEDIA,Crédito Comercial 20A!G13,
Crédito Comercial 20A,H14,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I14,-245.51340059532728,=-K13*$D$6,=-K13*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K13; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J14,-149.17550508385588,=H14-I14,=H14-I14,CALCULO,MEDIA,Crédito Comercial 20A!H14; Crédito Comercial 20A!I14,
Crédito Comercial 20A,K14,58774.04063779469,=K13+J14,=K13+J14,CALCULO,MEDIA,Crédito Comercial 20A!K13; Crédito Comercial 20A!J14,
Crédito Comercial 20A,G15,8,=G14+1,=G14+1,CALCULO,MEDIA,Crédito Comercial 20A!G14,
Crédito Comercial 20A,H15,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I15,-244.89183599081122,=-K14*$D$6,=-K14*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K14; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J15,-149.79706968837195,=H15-I15,=H15-I15,CALCULO,MEDIA,Crédito Comercial 20A!H15; Crédito Comercial 20A!I15,
Crédito Comercial 20A,K15,58624.24356810632,=K14+J15,=K14+J15,CALCULO,MEDIA,Crédito Comercial 20A!K14; Crédito Comercial 20A!J15,
Crédito Comercial 20A,G16,9,=G15+1,=G15+1,CALCULO,MEDIA,Crédito Comercial 20A!G15,
Crédito Comercial 20A,H16,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I16,-244.26768153377634,=-K15*$D$6,=-K15*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K15; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J16,-150.42122414540682,=H16-I16,=H16-I16,CALCULO,MEDIA,Crédito Comercial 20A!H16; Crédito Comercial 20A!I16,
Crédito Comercial 20A,K16,58473.822343960914,=K15+J16,=K15+J16,CALCULO,MEDIA,Crédito Comercial 20A!K15; Crédito Comercial 20A!J16,
Crédito Comercial 20A,G17,10,=G16+1,=G16+1,CALCULO,MEDIA,Crédito Comercial 20A!G16,
Crédito Comercial 20A,H17,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I17,-243.64092643317048,=-K16*$D$6,=-K16*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K16; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J17,-151.0479792460127,=H17-I17,=H17-I17,CALCULO,MEDIA,Crédito Comercial 20A!H17; Crédito Comercial 20A!I17,
Crédito Comercial 20A,K17,58322.774364714904,=K16+J17,=K16+J17,CALCULO,MEDIA,Crédito Comercial 20A!K16; Crédito Comercial 20A!J17,
Crédito Comercial 20A,G18,11,=G17+1,=G17+1,CALCULO,MEDIA,Crédito Comercial 20A!G17,
Crédito Comercial 20A,H18,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I18,-243.01155985297876,=-K17*$D$6,=-K17*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K17; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J18,-151.6773458262044,=H18-I18,=H18-I18,CALCULO,MEDIA,Crédito Comercial 20A!H18; Crédito Comercial 20A!I18,
Crédito Comercial 20A,K18,58171.0970188887,=K17+J18,=K17+J18,CALCULO,MEDIA,Crédito Comercial 20A!K17; Crédito Comercial 20A!J18,
Crédito Comercial 20A,G19,12,=G18+1,=G18+1,CALCULO,MEDIA,Crédito Comercial 20A!G18,
Crédito Comercial 20A,H19,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I19,-242.37957091203626,=-K18*$D$6,=-K18*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K18; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J19,-152.3093347671469,=H19-I19,=H19-I19,CALCULO,MEDIA,Crédito Comercial 20A!H19; Crédito Comercial 20A!I19,
Crédito Comercial 20A,K19,58018.787684121555,=K18+J19,=K18+J19,CALCULO,MEDIA,Crédito Comercial 20A!K18; Crédito Comercial 20A!J19,
Crédito Comercial 20A,G20,13,=G19+1,=G19+1,CALCULO,MEDIA,Crédito Comercial 20A!G19,
Crédito Comercial 20A,H20,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I20,-241.7449486838398,=-K19*$D$6,=-K19*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K19; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J20,-152.94395699534337,=H20-I20,=H20-I20,CALCULO,MEDIA,Crédito Comercial 20A!H20; Crédito Comercial 20A!I20,
Crédito Comercial 20A,K20,57865.84372712621,=K19+J20,=K19+J20,CALCULO,MEDIA,Crédito Comercial 20A!K19; Crédito Comercial 20A!J20,
Crédito Comercial 20A,G21,14,=G20+1,=G20+1,CALCULO,MEDIA,Crédito Comercial 20A!G20,
Crédito Comercial 20A,H21,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I21,-241.1076821963592,=-K20*$D$6,=-K20*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K20; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J21,-153.58122348282396,=H21-I21,=H21-I21,CALCULO,MEDIA,Crédito Comercial 20A!H21; Crédito Comercial 20A!I21,
Crédito Comercial 20A,K21,57712.26250364338,=K20+J21,=K20+J21,CALCULO,MEDIA,Crédito Comercial 20A!K20; Crédito Comercial 20A!J21,
Crédito Comercial 20A,G22,15,=G21+1,=G21+1,CALCULO,MEDIA,Crédito Comercial 20A!G21,
Crédito Comercial 20A,H22,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I22,-240.4677604318474,=-K21*$D$6,=-K21*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K21; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J22,-154.22114524733576,=H22-I22,=H22-I22,CALCULO,MEDIA,Crédito Comercial 20A!H22; Crédito Comercial 20A!I22,
Crédito Comercial 20A,K22,57558.04135839605,=K21+J22,=K21+J22,CALCULO,MEDIA,Crédito Comercial 20A!K21; Crédito Comercial 20A!J22,
Crédito Comercial 20A,E23,-3946.8890567918315,=H17*10,=H17*10,CALCULO,MEDIA,Crédito Comercial 20A!H17,
Crédito Comercial 20A,G23,16,=G22+1,=G22+1,CALCULO,MEDIA,Crédito Comercial 20A!G22,
Crédito Comercial 20A,H23,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I23,-239.8251723266502,=-K22*$D$6,=-K22*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K22; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J23,-154.86373335253296,=H23-I23,=H23-I23,CALCULO,MEDIA,Crédito Comercial 20A!H23; Crédito Comercial 20A!I23,
Crédito Comercial 20A,K23,57403.177625043514,=K22+J23,=K22+J23,CALCULO,MEDIA,Crédito Comercial 20A!K22; Crédito Comercial 20A!J23,
Crédito Comercial 20A,G24,17,=G23+1,=G23+1,CALCULO,MEDIA,Crédito Comercial 20A!G23,
Crédito Comercial 20A,H24,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I24,-239.17990677101463,=-K23*$D$6,=-K23*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K23; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J24,-155.50899890816854,=H24-I24,=H24-I24,CALCULO,MEDIA,Crédito Comercial 20A!H24; Crédito Comercial 20A!I24,
Crédito Comercial 20A,K24,57247.668626135346,=K23+J24,=K23+J24,CALCULO,MEDIA,Crédito Comercial 20A!K23; Crédito Comercial 20A!J24,
Crédito Comercial 20A,G25,18,=G24+1,=G24+1,CALCULO,MEDIA,Crédito Comercial 20A!G24,
Crédito Comercial 20A,H25,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I25,-238.53195260889729,=-K24*$D$6,=-K24*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K24; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J25,-156.15695307028588,=H25-I25,=H25-I25,CALCULO,MEDIA,Crédito Comercial 20A!H25; Crédito Comercial 20A!I25,
Crédito Comercial 20A,K25,57091.51167306506,=K24+J25,=K24+J25,CALCULO,MEDIA,Crédito Comercial 20A!K24; Crédito Comercial 20A!J25,
Crédito Comercial 20A,G26,19,=G25+1,=G25+1,CALCULO,MEDIA,Crédito Comercial 20A!G25,
Crédito Comercial 20A,H26,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I26,-237.8812986377711,=-K25*$D$6,=-K25*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K25; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J26,-156.80760704141207,=H26-I26,=H26-I26,CALCULO,MEDIA,Crédito Comercial 20A!H26; Crédito Comercial 20A!I26,
Crédito Comercial 20A,K26,56934.70406602365,=K25+J26,=K25+J26,CALCULO,MEDIA,Crédito Comercial 20A!K25; Crédito Comercial 20A!J26,
Crédito Comercial 20A,G27,20,=G26+1,=G26+1,CALCULO,MEDIA,Crédito Comercial 20A!G26,
Crédito Comercial 20A,H27,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I27,-237.22793360843187,=-K26*$D$6,=-K26*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K26; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J27,-157.4609720707513,=H27-I27,=H27-I27,CALCULO,MEDIA,Crédito Comercial 20A!H27; Crédito Comercial 20A!I27,
Crédito Comercial 20A,K27,56777.2430939529,=K26+J27,=K26+J27,CALCULO,MEDIA,Crédito Comercial 20A!K26; Crédito Comercial 20A!J27,
Crédito Comercial 20A,G28,21,=G27+1,=G27+1,CALCULO,MEDIA,Crédito Comercial 20A!G27,
Crédito Comercial 20A,H28,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I28,-236.57184622480375,=-K27*$D$6,=-K27*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K27; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J28,-158.11705945437942,=H28-I28,=H28-I28,CALCULO,MEDIA,Crédito Comercial 20A!H28; Crédito Comercial 20A!I28,
Crédito Comercial 20A,K28,56619.12603449852,=K27+J28,=K27+J28,CALCULO,MEDIA,Crédito Comercial 20A!K27; Crédito Comercial 20A!J28,
Crédito Comercial 20A,G29,22,=G28+1,=G28+1,CALCULO,MEDIA,Crédito Comercial 20A!G28,
Crédito Comercial 20A,H29,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I29,-235.91302514374382,=-K28*$D$6,=-K28*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K28; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J29,-158.77588053543934,=H29-I29,=H29-I29,CALCULO,MEDIA,Crédito Comercial 20A!H29; Crédito Comercial 20A!I29,
Crédito Comercial 20A,K29,56460.35015396308,=K28+J29,=K28+J29,CALCULO,MEDIA,Crédito Comercial 20A!K28; Crédito Comercial 20A!J29,
Crédito Comercial 20A,G30,23,=G29+1,=G29+1,CALCULO,MEDIA,Crédito Comercial 20A!G29,
Crédito Comercial 20A,H30,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I30,-235.25145897484617,=-K29*$D$6,=-K29*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K29; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J30,-159.437446704337,=H30-I30,=H30-I30,CALCULO,MEDIA,Crédito Comercial 20A!H30; Crédito Comercial 20A!I30,
Crédito Comercial 20A,K30,56300.91270725874,=K29+J30,=K29+J30,CALCULO,MEDIA,Crédito Comercial 20A!K29; Crédito Comercial 20A!J30,
Crédito Comercial 20A,G31,24,=G30+1,=G30+1,CALCULO,MEDIA,Crédito Comercial 20A!G30,
Crédito Comercial 20A,H31,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I31,-234.58713628024475,=-K30*$D$6,=-K30*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K30; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J31,-160.10176939893842,=H31-I31,=H31-I31,CALCULO,MEDIA,Crédito Comercial 20A!H31; Crédito Comercial 20A!I31,
Crédito Comercial 20A,K31,56140.8109378598,=K30+J31,=K30+J31,CALCULO,MEDIA,Crédito Comercial 20A!K30; Crédito Comercial 20A!J31,
Crédito Comercial 20A,G32,25,=G31+1,=G31+1,CALCULO,MEDIA,Crédito Comercial 20A!G31,
Crédito Comercial 20A,H32,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I32,-233.92004557441584,=-K31*$D$6,=-K31*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K31; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J32,-160.76886010476733,=H32-I32,=H32-I32,CALCULO,MEDIA,Crédito Comercial 20A!H32; Crédito Comercial 20A!I32,
Crédito Comercial 20A,K32,55980.04207775503,=K31+J32,=K31+J32,CALCULO,MEDIA,Crédito Comercial 20A!K31; Crédito Comercial 20A!J32,
Crédito Comercial 20A,G33,26,=G32+1,=G32+1,CALCULO,MEDIA,Crédito Comercial 20A!G32,
Crédito Comercial 20A,H33,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I33,-233.2501753239793,=-K32*$D$6,=-K32*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K32; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J33,-161.43873035520386,=H33-I33,=H33-I33,CALCULO,MEDIA,Crédito Comercial 20A!H33; Crédito Comercial 20A!I33,
Crédito Comercial 20A,K33,55818.603347399825,=K32+J33,=K32+J33,CALCULO,MEDIA,Crédito Comercial 20A!K32; Crédito Comercial 20A!J33,
Crédito Comercial 20A,G34,27,=G33+1,=G33+1,CALCULO,MEDIA,Crédito Comercial 20A!G33,
Crédito Comercial 20A,H34,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I34,-232.57751394749926,=-K33*$D$6,=-K33*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K33; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J34,-162.1113917316839,=H34-I34,=H34-I34,CALCULO,MEDIA,Crédito Comercial 20A!H34; Crédito Comercial 20A!I34,
Crédito Comercial 20A,K34,55656.49195566814,=K33+J34,=K33+J34,CALCULO,MEDIA,Crédito Comercial 20A!K33; Crédito Comercial 20A!J34,
Crédito Comercial 20A,G35,28,=G34+1,=G34+1,CALCULO,MEDIA,Crédito Comercial 20A!G34,
Crédito Comercial 20A,H35,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I35,-231.90204981528393,=-K34*$D$6,=-K34*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K34; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J35,-162.78685586389923,=H35-I35,=H35-I35,CALCULO,MEDIA,Crédito Comercial 20A!H35; Crédito Comercial 20A!I35,
Crédito Comercial 20A,K35,55493.70509980424,=K34+J35,=K34+J35,CALCULO,MEDIA,Crédito Comercial 20A!K34; Crédito Comercial 20A!J35,
Crédito Comercial 20A,G36,29,=G35+1,=G35+1,CALCULO,MEDIA,Crédito Comercial 20A!G35,
Crédito Comercial 20A,H36,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I36,-231.22377124918432,=-K35*$D$6,=-K35*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K35; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J36,-163.46513442999884,=H36-I36,=H36-I36,CALCULO,MEDIA,Crédito Comercial 20A!H36; Crédito Comercial 20A!I36,
Crédito Comercial 20A,K36,55330.23996537424,=K35+J36,=K35+J36,CALCULO,MEDIA,Crédito Comercial 20A!K35; Crédito Comercial 20A!J36,
Crédito Comercial 20A,G37,30,=G36+1,=G36+1,CALCULO,MEDIA,Crédito Comercial 20A!G36,
Crédito Comercial 20A,H37,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I37,-230.54266652239266,=-K36*$D$6,=-K36*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K36; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J37,-164.1462391567905,=H37-I37,=H37-I37,CALCULO,MEDIA,Crédito Comercial 20A!H37; Crédito Comercial 20A!I37,
Crédito Comercial 20A,K37,55166.09372621745,=K36+J37,=K36+J37,CALCULO,MEDIA,Crédito Comercial 20A!K36; Crédito Comercial 20A!J37,
Crédito Comercial 20A,G38,31,=G37+1,=G37+1,CALCULO,MEDIA,Crédito Comercial 20A!G37,
Crédito Comercial 20A,H38,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I38,-229.85872385923938,=-K37*$D$6,=-K37*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K37; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J38,-164.8301818199438,=H38-I38,=H38-I38,CALCULO,MEDIA,Crédito Comercial 20A!H38; Crédito Comercial 20A!I38,
Crédito Comercial 20A,K38,55001.2635443975,=K37+J38,=K37+J38,CALCULO,MEDIA,Crédito Comercial 20A!K37; Crédito Comercial 20A!J38,
Crédito Comercial 20A,G39,32,=G38+1,=G38+1,CALCULO,MEDIA,Crédito Comercial 20A!G38,
Crédito Comercial 20A,H39,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I39,-229.17193143498957,=-K38*$D$6,=-K38*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K38; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J39,-165.5169742441936,=H39-I39,=H39-I39,CALCULO,MEDIA,Crédito Comercial 20A!H39; Crédito Comercial 20A!I39,
Crédito Comercial 20A,K39,54835.74657015331,=K38+J39,=K38+J39,CALCULO,MEDIA,Crédito Comercial 20A!K38; Crédito Comercial 20A!J39,
Crédito Comercial 20A,G40,33,=G39+1,=G39+1,CALCULO,MEDIA,Crédito Comercial 20A!G39,
